audio_path,客語漢字,客語拼音
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM213P2101/ZM213P2101_290.wav,𠊎房間  𠊎房間个冷氣毋會涼會用來䀴望下無,ngai53 fong53 geen11 ngai53 fong53 geen11 e55 len11 ki31 m53 bboi55 liong53 bbue55 rhng55 loi53 ngiang31 mong55 ha55 mo53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM213P2101/ZM213P2101_291.wav,𠊎想討借囥行李請問會用借囥幾久咧,ngai53 siong55 too31 zia24 kong31 hang53 li31 ciang31 mun31 bbue55 rhng55 zia24 kong31 gid24 giu31 le11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM213P2101/ZM213P2101_292.wav,你好請坐請問有麼个會用拁你服務个無,hen53 hoo31 ciang31 coo11 ciann31 mun31 rhiu11 bboo24 gai31 bbue55 rhng55 ga11 hen53 fu55 bbu55 e55 mo53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM213P2101/ZM213P2101_293.wav,𠊎屋下整理出一墩書請問會用捐去哪位,ngai53 bbu24 ha11 zhin31 li31 chud24 id24 dun11 shi11 ciann31 mun31 bbue55 rhng55 gien11 kui31 ni55 bbi55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM213P2101/ZM213P2101_294.wav,𠊎會較慢一兜到位請保留𠊎註文个房間,ngai53 bbue55 ka31 meen55 id24 deu11 doo31 bbi55 ciang31 boo31 liu53 ngai53 zhi31 bbun53 e55 fong53 geen11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM213P2101/ZM213P2101_295.wav,𠊎屋下就近个路燈故障啊請派專人來修理,ngai53 bbu24 ha11 ciu55 kun11 e55 lu55 den11 gu31 zhong31 a11 ciang31 pai31 zhuan11 ngin53 loi53 siu11 li31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM213P2101/ZM213P2101_296.wav,𠊎个錢包毋見去啊請問頭近个警察局在哪位,ngai53 e55 cien53 bau11 m11 gien55 kui31 a11 ciann31 mun31 teu53 kun11 e55 gin31 cad24 kiu55 de55 na55 bbi55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM213P2101/ZM213P2101_297.wav,你个血壓有較高一兜仔 愛注意身體个變化哦,hen53 e55 fied24 ab24 rhiu11 ka31 goo11 id24 deu11 a53 oi31 zhi31 rhi31 shin11 te31 e55 bien31 fa31 o24
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM213P2101/ZM213P2101_298.wav,頭那疾真多日啊 請拁𠊎檢查係哪位个問題,teu53 na53 cid43 zhin11 doo11 ngid24 a11 ciang31 ga11 ngai53 giam31 za11 he55 ni55 bbi55 e55 bbun55 te53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM213P2101/ZM213P2101_299.wav,公車站牌在市政府正門出去斡正手裡即會䀴著啊,gng11 cha11 cam55 pe53 de55 shi55 zhin31 fu31 zhang31 mun53 chid24 kui31 uannd43 zhin31 shiu31 le31 cid43 bbue55 ngiang31 choo55 a33
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM213P2101/ZM213P2101_300.wav,𠊎屋下就近有流浪狗會用請你人派人來處理無,ngai53 bbu24 ha11 ciu55 kun11 rhiu11 liu53 long55 geu31 bbue55 rhng55 ciang31 hen53 ngin53 pai31 ngin53 loi53 chi31 li31 mo53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_001.wav,五月節愛食餡粽,m31 ngied43 zied24 oi31 shied43 am11 zung31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_002.wav,寒著愛戴嘴揞,hon53 choo55 oi31 doi31 zhe31 em11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_003.wav,你哪位毋堵好,hen53 ni55 bbi55 m55 du31 hoo31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_004.wav,你个手機幾*多號,hen53 e55 shiu31 gi11 gi31*doo11 gio33 hoo55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_005.wav,你个功課做好吂,hen53 e55 gung11 koo31 zoo31 hoo31 mang11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_006.wav,𠊎會細義一兜,ngai53 bbue55 se31 ngi55 rhid24 dio11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_007.wav,真歡喜識你,zhin11 fan11 hi31 shid24 hen53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_008.wav,實在足難相信,shid43 cai55 ziu24 nan53 siong11 sin31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_009.wav,這個想法真誠好,li24 gai31 siong55 fad24 zhin11 shang53 hoo31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_010.wav,勞力你个照顧,loo31 lad43 hen53 e55 zhio31 gu31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_011.wav,會用無毋會用,bbue55 rhung55 mo53 m11 bboi55 rhung55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_012.wav,你會無無問題,hen53 bbue55 mo53 mo53 mun55 te53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_013.wav,𠊎真愛食青菜,ngai53 zhin11 oi31 shied43 ciang11 coi31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_014.wav,𠊎想討學做麵包,ngai53 siong55 too31 hoo55 zoo31 mien55 bau11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_015.wav,你愛啉麼个飲料,hen53 oi31 lim11 bboo24 gai31 rhim31 leeu55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_016.wav,阿叔毋會慣勢著西裝,a11 shu24 m11 bboi55 guan31 she31 zhoo24 se11 zong11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_017.wav,這個皮包係麼儕个,li24 gai31 pi53 bau11 he55 bboo24 sa53 gai31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_018.wav,這雙鞋無幾合腳,li24 sung11 he53 mo53 gid24 hab43 gio24
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_019.wav,臺灣不時有地動,tai53 bban53 bud24 shi53 rhiu11 ti55 tung11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_020.wav,這位个民宿真靚,li24 bbi55 e55 min53 siu24 zhin11 ziang11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_021.wav,這位毋會用食薰,li24 bbi55 m55 bboi55 rhung55 shied43 fun11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_022.wav,上課毋好啄睡,shong11 koo31 m55 hoo31 du24 fe55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_023.wav,今日天氣真好,gin11 ngid24 teen11 ki31 zhin11 hoo31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_024.wav,昨日無閒歸日,ca11 ngid24 mo53 heen53 gui11 ngid24
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_025.wav,天氣變到真涼爽,teen11 ki31 bien31 doo31 zhin11 liong53 song31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_026.wav,韶日晨早正聯絡,shio53 ngid24 chin53 zoo31 zhang31 lien53 loo55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_027.wav,阿妹背書包去學校,a11 moi31 ba53 shi11 bau11 kui31 hoo55 hau55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_028.wav,阿姊真愛食菜頭粄,a11 zi31 zhin11 oi31 shied43 coi31 teu53 ban31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_029.wav,阿爸討去申請護照,a11 ba55 too31 kui31 shin11 ciang31 fu55 zhio31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_030.wav,慢慢子行毋使攔緊,meen55 meen55 zu31 hang53 m55 su31 lan53 gin31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_031.wav,寒天北部不時落雨,hon53 teen11 bed24 pu55 bud24 shi53 loo55 bbu31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_032.wav,毋好為著這來失志,m55 hoo31 bbui55 choo55 lia24 loi53 shid24 zhi31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_033.wav,係麼儕打來个電話,he55 bboo24 sa53 da31 loi53 e55 teen55 bba55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_034.wav,垃圾愛做資源回收,li31 sab24 oi31 zoo31 zu11 ngien53 fue53 shiu11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_035.wav,請問愛麼个服務,ciang31 mun31 oi31 bboo24 gai31 fu55 bbu55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_036.wav,恭喜發財新年快樂,giung11 hi31 fad24 cai53 sin11 neen53 kuai31 loo55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_037.wav,𠊎愛你佢起性地啊,ngai53 oi31 hen53 gui53 ki31 sin31 ti55 a33
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_038.wav,今日个菜口味仰子,gin11 ngid24 e55 coi31 keu31 bbi55 ngiong55 zu31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_039.wav,請毋好在車底食物件,ciang31 m55 hoo31 da55 cha11 de31 shied43 mi55 kien55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_040.wav,學生愛著制服去學校,hoo55 sen11 oi31 zhoo24 zhi31 fu55 kui31 hoo55 hau55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_041.wav,阿伯蹛个樓屋有電梯,a11 ba24 dai31 e55 leu53 bbu24 rhiu11 teen55 toi11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_042.wav,𠊎行去郵便局寄批,ngai53 hang53 kui31 rhiu53 pien55 kiu55 gi31 pe11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_043.wav,𠊎在十字路口等你,ngai53 da55 shib43 cu55 lu55 keu31 den31 hen53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_044.wav,佢這擺用信用卡納錢,gui53 li24 bai31 rhung55 sin31 rhung55 ka31 nab43 cien53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_045.wav,阿弟通過認證考試啊,a11 te11 tung11 goo31 ngin55 zhin31 koo31 chi31 a11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_046.wav,在網路買物件真利便,da55 miong31 lu55 mi11 mi55 kien55 zhin11 li55 pen55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_047.wav,新个頭路你做會慣勢無,sin11 e55 teu53 lu55 hen53 zoo31 bbue55 guan31 she31 mo53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_048.wav,今日歇睏毋使去學校,gin11 ngid24 hied24 kun31 m55 su31 kui31 hoo55 hau55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_049.wav,歇睏一下恁久無䀴著,hied24 kun31 rhid24 ha55 ngin31 giu31 mo53 ngiang31 choo55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_050.wav,勞力毋使細義失禮,loo31 lad43 m55 su31 se31 ngi55 shid24 li31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_051.wav,歹勢無要緊拜託你,painn31 she31 mo53 rhio31 gin31 bai31 too24 hen53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_052.wav,你識佢無𠊎毋識佢,hen53 shid24 gui53 mo53 ngai53 m11 shid24 gui53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_053.wav,𠊎真悿𠊎真暢,ngai53 zhin11 tiam31 ngai53 zhin11 tiung31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_054.wav,阿怙逐晨早都愛啉咖啡,a11 u24 tu55 chin53 zoo31 doo55 oi31 lim11 ga11 bi11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_055.wav,佢著新褲去外媽屋下,gui53 zhoo24 sin11 ku31 kui31 nguai55 ma53 bbu24 ha11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_056.wav,請問這領衫係麼个寸尺,ciang31 mun31 li24 liang11 sam11 he55 bboo24 gai31 cun31 cha24
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_057.wav,恁吵你仰子拄會核,ngin31 cau31 hen53 ngiong55 zu31 du31 bbue55 hed43
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_058.wav,佢人逐暗夜攏愛去補習,gui53 ngin53 tu55 am31 rhia55 lung31 oi31 kui31 bu31 sib43
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_059.wav,熱天大家較愛去海脣尞,ngied43 teen11 tai55 ga11 ka31 oi31 kui31 hoi31 fin53 leeu55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_060.wav,有病愛較緊去得先生䀴,rhiu11 piang55 oi31 ka31 gin31 kui31 ded24 sien11 sen11 ngiang31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_061.wav,今日个報紙你有䀴吂,gin11 ngid24 e55 boo31 zhi31 hen53 rhiu11 ngiang31 mang11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_062.wav,𠊎昨暗夜失眠啊,ngai53 ca11 am31 rhia55 shid24 min53 a11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_063.wav,表大逐日攏真認真做事,bio31 tai55 tu55 ngid24 lung31 zhin11 ngin55 zhin11 zoo31 she55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_064.wav,暗夜時駛車愛擱較注意,am31 rhia55 shi53 su31 cha11 oi31 goo24 ka31 zhi31 rhi31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_065.wav,請問會用尋麼儕鬥相共,ciang31 mun31 bbue55 rhung55 cim53 bboo24 sa53 deu31 siong11 kung55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_066.wav,得𠊎想一下,ded24 ngai53 siong55 rhid24 ha55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_067.wav,你蹛哪位有人在屋下無,hen53 dai31 ni55 bbi55 rhiu11 ngin53 da55 bbu24 ha11 mo53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_068.wav,𠊎轉來啊你討去哪位,ngai53 zhen31 loi53 a11 hen53 too31 kui31 ni55 bbi55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_069.wav,𠢕早食飽吂這站好無,ngau53 zoo31 shied43 bau31 mang11 li24 cam55 hoo31 mo53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_070.wav,真得人惜哦真得人慼哦,zhin11 ded24 ngin53 sia24 o24 zhin11 ded24 ngin53 cied24 o24
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_071.wav,你真慶哦哪有無影啦,hen53 zhin11 kiang31 o24 na55 rhiu11 mo53 rhiang31 la11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_072.wav,𠊎人輒輒作垺合買美食,ngai53 ngin53 ciab43 ciab43 zoo24 pu53 hab43 mi11 mi31 shid43
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_073.wav,生菇个物件即毋會用食啊,sang11 gu11 e55 mi55 kien55 cid43 m11 bboi55 rhung55 shied43 a11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_074.wav,韶日會用在屋下打電動,shio53 ngid24 bbue55 rhung55 da55 bbu24 ha11 da31 teen55 tung55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_075.wav,共下來去公園運動啦,kung55 ha55 loi53 kui31 gung11 bbien53 bbin55 tung55 la11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_076.wav,這條路較近遐條路較遠,li24 tiau53 lu55 ka31 kun11 ga24 tiau53 lu55 ka31 bbien31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_077.wav,啉酒莫駛車駛車莫啉酒,lim11 ziu31 mai31 su31 cha11 su31 cha11 mai31 lim11 ziu31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_078.wav,𠊎無閒到無閒挾掣,ngai53 mo53 heen53 doo31 mo53 heen53 giab24 cheed24
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_079.wav,阿怙無在屋下阿依猶吂轉,a11 u24 mo53 da55 bbu24 ha11 a11 i55 ia53 mang11 zhen31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_080.wav,正來尞順行有閒正來尞,zhang31 loi53 leeu55 shin55 hang53 rhiu11 heen53 zhang31 loi53 leeu55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_081.wav,佢个丈夫真緣投你夫娘真靚,gui53 e55 chong55 bu11 zhin11 rhen53 teu53 hen53 bu11 ngiong53 zhin11 ziang11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_082.wav,天氣輒變愛著較燒暖一兜,teen11 ki31 ciab43 bien31 oi31 zhoo24 ka31 shio11 non11 rhid24 deu11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_083.wav,便利商店會用買著真多物件,pen55 li55 shong11 deem31 bbue55 rhung55 mi11 choo55 zhin11 doo11 mi55 kien55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_084.wav,後次擺正擱約時間共下坐坐个,heu55 zi31 bai31 zhang31 goo24 rhio24 shi53 geen11 kung55 ha55 coo11 coo11 e11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_085.wav,當晝頭恁誠熱毋好出去運動,dong11 zhiu31 teu53 ngin31 shang53 ngied43 m55 hoo31 chid24 kui31 bbin55 tung55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_086.wav,𠊎當在講電話請等一下,ngai53 dong11 da55 gong31 teen55 bba55 ciang31 den31 rhid24 ha55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_087.wav,𠊎準備好啊會用開始啊,ngai53 chin55 pi55 hoo31 a11 bbue55 rhung55 koi11 shi31 a11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_088.wav,這件事情得你講到恁輕可,li24 kien55 su55 cin53 ded24 hen53 gong31 doo31 ngin31 kiang11 koo31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_089.wav,歹勢攪吵啊你愛攔時間無,painn31 she31 gio55 cau31 a11 hen53 oi31 lan53 shi53 geen11 mo53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_090.wav,有麼个問題無你想到真周到,rhiu11 bboo24 gai31 bbun55 te53 mo53 hen53 siong55 doo31 zhin11 zhiu11 doo31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_091.wav,這站無閒麼个佢愛照顧佢个阿依,li24 cam55 mo53 heen53 bboo24 gai31 gui53 oi31 zhio31 gu31 gui53 e55 a11 i55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_092.wav,客人用覆菜做等路真受歡迎,ka24 ngin53 rhung55 pu24 coi31 zoo31 den31 lu55 zhin11 shiu55 fan11 ngiang53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_093.wav,阿公有糖尿病毋會用食傷甜,a11 gung11 rhiu11 tong53 niau55 piang55 m11 bboi55 rhung55 shied43 shiong55 teem53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_094.wav,拁電火關莫麻煩你開電火好無,ga11 teen55 foo31 guan11 mai31 ma53 fan53 hen53 koi11 teen55 foo31 hoo31 mo53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_095.wav,較緊个討赴毋會著啊駛車愛細義,ka31 gin31 e11 too31 fu31 m11 bboi55 choo55 a33 su31 cha11 oi31 se31 ngi55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_096.wav,請問貴姓𠊎姓黃名大民,ciang31 mun31 gui31 siang31 ngai53 siang31 bbong53 miang53 tai55 min53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_097.wav,生日快樂身體康健萬事如意,sang11 ngid24 kuai31 loo55 shin11 te31 kong11 kien55 bban55 su55 rhi53 rhi31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_098.wav,客家文化園區輒輒舉辦展覽活動,ka24 ga11 bbun53 fa31 bbien53 ki11 ciab43 ciab43 gi31 peen55 deen31 lam31 ua55 tung55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_099.wav,你今日著到恁派頭討去食酒係無,hen53 gin11 ngid24 zhoo24 doo31 ngin31 pai31 tio53 too31 kui31 shied43 ziu31 he55 mo53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_100.wav,你傷慢到位啊請等一下𠊎黏時過來,hen53 shiong55 meen55 doo31 bbi55 a33 ciang31 den31 rhid24 ha55 ngai53 neem53 shi53 goo31 loi53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_101.wav,𠊎愛睡當晝恁暗啊好去睡啊,ngai53 oi31 fe55 dong11 zhiu31 ngin31 am31 a11 hoo31 kui31 fe55 a33
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_102.wav,阿公在間底歇睏阿弟在廳下䀴電視,a11 gung11 da55 geen11 de31 hied24 kun31 a11 te11 da55 ten11 ha11 ngiang31 teen55 shi55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_103.wav,阿依在灶下煮飯𠊎逐晨早掃泥下,a11 i55 da55 zoo31 ha11 zhi31 pon55 ngai53 tu55 chin53 zoo31 soo31 ni53 ha11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_104.wav,有人客來毋好打赤膊入來屋內請脫鞋,rhiu11 ngin53 ka24 loi53 m55 hoo31 da31 cha24 boo24 ngib43 loi53 bbu24 nui55 ciang31 tod24 he53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_105.wav,坐火車愛先打車票請問高鐵車頭仰子行,coo11 foo31 cha11 oi31 sien11 da31 cha11 pio31 ciang31 mun31 goo11 teed24 cha11 teu53 ngiong55 zu31 hang53
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_106.wav,𠊎尿急想討屙尿阿妹在洗浴間洗膴身,ngai53 neeu55 gib24 siong55 too31 oo11 neeu55 a11 moi31 da55 se31 rhu55 geen11 se31 bbu11 shin11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_107.wav,喊計程車毋使擘心歇車問題坐飛行機較緊,heem31 ge31 chin53 cha11 m55 su31 ba24 sim11 hied24 cha11 bbun55 te53 coo11 bui11 hang53 gi11 ka31 gin31
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_108.wav,𠊎逐日騎鐵馬上班騎機車愛戴安全帽,ngai53 tu55 ngid24 ki53 teed24 ma11 shong55 ban11 ki53 gi11 cha11 oi31 doi31 on11 cien53 hm55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_109.wav,老儕坐巴士毋使錢坐捷運毋會用食物件,loo31 sa53 coo11 ba55 su31 m55 su31 cien53 coo11 ciab43 bbin55 m11 bboi55 rhung55 shied43 mi55 kien55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_110.wav,寒天著膨線衫真燒暖熱天真熱著短衫袖就會用啊,hon53 teen11 zhoo24 pong31 sien31 sam11 zhin11 shio11 non11 ngied43 teen11 zhin11 ngied43 zhoo24 don31 sam11 ciu55 ciu55 bbue55 rhung55 a33
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_111.wav,頭前斡正手裡即到位連江縣政府啊,teu53 cien53 uannd43 zhin31 shiu31 le31 cid43 doo31 bbi55 lien53 gong11 bbien55 zhin31 fu31 a11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_112.wav,佢蹛哪位佢蹛金門縣,gui53 dai31 ni55 bbi55 gui53 dai31 gim11 mun53 bbien55
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_113.wav,會議地點在哪位會議地點在新北市蘆洲區,fue55 ngi55 ti55 deem31 da55 ni55 bbi55 fue55 ngi55 ti55 deem31 da55 sin11 bed24 shi55 lu53 zhiu11 ki11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_114.wav,這張相片係麼个所在這係苗栗縣獅潭鄉,li24 zhong11 siong31 peen31 he55 bboo24 gai31 su31 cai55 lia24 he55 mio53 lid43 bbien55 sai11 tam53 hiong11
data/dataset_2/熱身賽_錄製語料_詔安腔_4H/ZM304P2022/ZM304P2022_115.wav,請問高雄市林園區公所在幾*多樓在七樓,ciang31 mun31 goo11 hiung53 shi55 lim53 bbien53 ki11 gung11 su31 da55 gi31*doo11 gio33 lio53 da55 cid24 lio53
